Pop04;PopChange;MedAge;MedIncome;MedHVal;MedRent;Unemployment;CostOfLiving;HispRate;AsianRate;BlackRate;AmerIndRate;LandArea;URL;CrawledTime;DbId;Year;TrueURL;City;Spalte1
34284;7.8;44.1;38148;93464;633;6.5;92.2;16.0;1.0;1.0;0.0;34.2 ;http://web.archive.org/web/20111213165809/http://www.city-data.com:80/city/Apache-Junction-Arizona.html;18.12.2016 22:29;1;2012;http://www.city-data.com/city/Apache-Junction-Arizona.html;APACHE JUNCTION, AZ;APACHE JUNCTION, AZ2012
35840;12.7;47.5;38148;93464;633;6.5;91.8;14.4;0.7;1.1;0.9;34.2 ;http://web.archive.org/web/20130111222659/http://www.city-data.com:80/city/Apache-Junction-Arizona.html;18.12.2016 22:29;2;2013;http://www.city-data.com/city/Apache-Junction-Arizona.html;APACHE JUNCTION, AZ;APACHE JUNCTION, AZ2013
36613;15.1;47.5;34459;73768;723;12.6;91.3;16.4;1.1;1.3;0.6;34.2 ;http://web.archive.org/web/20131123035644/http://www.city-data.com:80/city/Apache-Junction-Arizona.html;18.12.2016 22:29;3;2014;http://www.city-data.com/city/Apache-Junction-Arizona.html;APACHE JUNCTION, AZ;APACHE JUNCTION, AZ2014
36613;15.1;47.5;38662;83401;734;15.4;91.3;15.6;0.6;0.9;0.8;34.2 ;http://web.archive.org/web/20141228035830/http://www.city-data.com:80/city/Apache-Junction-Arizona.html;18.12.2016 22:29;4;2015;http://www.city-data.com/city/Apache-Junction-Arizona.html;APACHE JUNCTION, AZ;APACHE JUNCTION, AZ2015
84914;136.6;29.0;58159;157400;1180;4.3;92.9;52.7;3.5;8.5;0.0;41.3 ;http://web.archive.org/web/20111216232431/http://www.city-data.com:80/city/Avondale-Arizona.html;18.12.2016 22:29;5;2012;http://www.city-data.com/city/Avondale-Arizona.html;AVONDALE, AZ;AVONDALE, AZ2012
76392;112.9;28.6;58159;157400;1180;4.3;92.5;50.3;3.3;8.7;1.0;41.3 ;http://web.archive.org/web/20130128125932/http://www.city-data.com/city/Avondale-Arizona.html;18.12.2016 22:29;6;2013;http://www.city-data.com/city/Avondale-Arizona.html;AVONDALE, AZ;AVONDALE, AZ2013
78256;118.1;28.6;51363;115400;1028;4.3;91.6;50.3;3.3;8.7;1.0;41.3 ;http://web.archive.org/web/20140109065454/http://www.city-data.com:80/city/Avondale-Arizona.html;18.12.2016 22:29;7;2014;http://www.city-data.com/city/Avondale-Arizona.html;AVONDALE, AZ;AVONDALE, AZ2014
78256;118.1;28.1;51237;117600;1012;9.9;91.3;55.5;3.5;11.3;0.6;41.3 ;http://web.archive.org/web/20141231053610/http://www.city-data.com:80/city/Avondale-Arizona.html;18.12.2016 22:29;8;2015;http://www.city-data.com/city/Avondale-Arizona.html;AVONDALE, AZ;AVONDALE, AZ2015
31545;-6.0;42.1;59249;158298;777;3.5;96.4;0.5;1.6;1.2;0.0;11.7 ;http://web.archive.org/web/20111221222436/http://www.city-data.com:80/city/Bethel-Park-Pennsylvania.html;18.12.2016 22:29;9;2012;http://www.city-data.com/city/Bethel-Park-Pennsylvania.html;BETHEL PARK, PA;BETHEL PARK, PA2012
32321;-3.7;46.1;59249;158298;777;3.5;96.5;1.0;1.4;1.2;0.03;11.7 ;http://web.archive.org/web/20130128042244/http://www.city-data.com/city/Bethel-Park-Pennsylvania.html;18.12.2016 22:29;10;2013;http://www.city-data.com/city/Bethel-Park-Pennsylvania.html;BETHEL PARK, PA;BETHEL PARK, PA2013
32321;-3.7;46.1;59249;158298;777;3.5;96.5;1.0;1.4;1.2;0.03;11.7 ;http://web.archive.org/web/20130512030240/http://www.city-data.com:80/city/Bethel-Park-Pennsylvania.html;18.12.2016 22:29;11;2014;http://www.city-data.com/city/Bethel-Park-Pennsylvania.html;BETHEL PARK, PA;BETHEL PARK, PA2014
32374;-3.5;46.1;68472;156859;856;6.0;96.8;1.0;1.5;1.5;0.1;11.7 ;http://web.archive.org/web/20150211073759/http://www.city-data.com:80/city/Bethel-Park-Pennsylvania.html;18.12.2016 22:29;12;2015;http://www.city-data.com/city/Bethel-Park-Pennsylvania.html;BETHEL PARK, PA;BETHEL PARK, PA2015
3385;0.0;47.4;31121;149878;536;5.0;86.4;5.2;0.0;0.0;0.0;20.0 ;http://web.archive.org/web/20111227181535/http://www.city-data.com:80/city/Black-Canyon-City-Arizona.html;18.12.2016 22:29;13;2012;http://www.city-data.com/city/Black-Canyon-City-Arizona.html;BLACK CANYON CITY, AZ;BLACK CANYON CITY, AZ2012
2837;5.2;52.3;31121;149878;536;5.0;86.3;5.6;0.4;0.2;1.0;20.0 ;http://web.archive.org/web/20130125070832/http://www.city-data.com/city/Black-Canyon-City-Arizona.html;18.12.2016 22:29;14;2013;http://www.city-data.com/city/Black-Canyon-City-Arizona.html;BLACK CANYON CITY, AZ;BLACK CANYON CITY, AZ2013
2837;5.2;52.3;33833;99553;755;9.2;85.2;5.6;0.4;0.2;1.0;20.0 ;http://web.archive.org/web/20130917152559/http://www.city-data.com:80/city/Black-Canyon-City-Arizona.html;18.12.2016 22:29;15;2014;http://www.city-data.com/city/Black-Canyon-City-Arizona.html;BLACK CANYON CITY, AZ;BLACK CANYON CITY, AZ2014
2837;5.2;52.3;36069;121636;887;10.1;85.3;5.6;0.4;0.2;1.0;20.0 ;http://web.archive.org/web/20141224183428/http://www.city-data.com:80/city/Black-Canyon-City-Arizona.html;18.12.2016 22:29;16;2015;http://www.city-data.com/city/Black-Canyon-City-Arizona.html;BLACK CANYON CITY, AZ;BLACK CANYON CITY, AZ2015
14896;-0.5;47.0;58149;235989;755;5.8;96.3;5.0;1.8;0.5;0.0;202.6;http://web.archive.org/web/20120103023336/http://www.city-data.com:80/city/Boulder-City-Nevada.html;18.12.2016 22:29;17;2012;http://www.city-data.com/city/Boulder-City-Nevada.html;BOULDER CITY, NV;BOULDER CITY, NV2012
15023;0.4;49.9;58149;235989;755;5.8;96.3;7.1;1.1;0.8;0.7;202.6;http://web.archive.org/web/20121216035050/http://www.city-data.com:80/city/Boulder-City-Nevada.html;18.12.2016 22:29;18;2013;http://www.city-data.com/city/Boulder-City-Nevada.html;BOULDER CITY, NV;BOULDER CITY, NV2013
15168;1.3;49.9;51455;184125;838;8.2;95.9;5.3;1.4;0.5;0.9;202.6;http://web.archive.org/web/20131203041502/http://www.city-data.com:80/city/Boulder-City-Nevada.html;18.12.2016 22:29;19;2014;http://www.city-data.com/city/Boulder-City-Nevada.html;BOULDER CITY, NV;BOULDER CITY, NV2014
15168;1.3;49.9;54685;187041;857;11.0;95.6;5.9;1.4;0.4;0.4;202.6;http://web.archive.org/web/20150117075215/http://www.city-data.com:80/city/Boulder-City-Nevada.html;18.12.2016 22:29;20;2015;http://www.city-data.com/city/Boulder-City-Nevada.html;BOULDER CITY, NV;BOULDER CITY, NV2015
2671;-8.3;36.2;21042;38066;425;15.5;92.4;0.0;2.2;72.9;0.0;0.56 ;http://web.archive.org/web/20120104014338/http://www.city-data.com:80/city/Braddock-Pennsylvania.html;18.12.2016 22:29;21;2012;http://www.city-data.com/city/Braddock-Pennsylvania.html;BRADDOCK, PA;BRADDOCK, PA2012
2159;-25.9;34.9;21042;38066;425;15.5;92.4;1.9;0.1;72.0;0.6;0.56 ;http://web.archive.org/web/20121111151230/http://www.city-data.com/city/Braddock-Pennsylvania.html;18.12.2016 22:29;22;2013;http://www.city-data.com/city/Braddock-Pennsylvania.html;BRADDOCK, PA;BRADDOCK, PA2013
2160;-25.8;34.9;21042;38066;425;15.5;92.4;1.9;0.1;72.0;0.6;0.56 ;http://web.archive.org/web/20130512055508/http://www.city-data.com/city/Braddock-Pennsylvania.html;18.12.2016 22:29;23;2014;http://www.city-data.com/city/Braddock-Pennsylvania.html;BRADDOCK, PA;BRADDOCK, PA2014
2153;-26.1;34.9;22984;30196;480;15.2;92.5;1.9;0.1;72.0;0.6;0.56 ;http://web.archive.org/web/20141223172758/http://www.city-data.com:80/city/Braddock-Pennsylvania.html;18.12.2016 22:29;24;2015;http://www.city-data.com/city/Braddock-Pennsylvania.html;BRADDOCK, PA;BRADDOCK, PA2015
4888;-8.5;43.8;37032;105532;560;3.6;94.9;0.0;0.0;2.0;0.0;1.08 ;http://web.archive.org/web/20120106084517/http://www.city-data.com:80/city/Bridgeville-Pennsylvania.html;18.12.2016 22:29;25;2012;http://www.city-data.com/city/Bridgeville-Pennsylvania.html;BRIDGEVILLE, PA;BRIDGEVILLE, PA2012
5148;-3.6;45.4;37032;105532;560;3.6;95.0;1.1;1.2;4.1;0.06;1.08 ;http://web.archive.org/web/20130512050626/http://www.city-data.com/city/Bridgeville-Pennsylvania.html;18.12.2016 22:29;26;2013;http://www.city-data.com/city/Bridgeville-Pennsylvania.html;BRIDGEVILLE, PA;BRIDGEVILLE, PA2013
5142;-3.7;45.4;34745;108222;569;9.5;95.2;1.1;1.2;4.1;0.06;1.08 ;http://web.archive.org/web/20140101025420/http://www.city-data.com:80/city/Bridgeville-Pennsylvania.html;18.12.2016 22:29;27;2014;http://www.city-data.com/city/Bridgeville-Pennsylvania.html;BRIDGEVILLE, PA;BRIDGEVILLE, PA2014
5139;-3.8;45.4;42266;112071;608;3.6;95.1;1.1;1.2;4.1;0.06;1.08 ;http://web.archive.org/web/20150321011415/http://www.city-data.com:80/city/Bridgeville-Pennsylvania.html;18.12.2016 22:30;28;2015;http://www.city-data.com/city/Bridgeville-Pennsylvania.html;BRIDGEVILLE, PA;BRIDGEVILLE, PA2015
8173;0.0;30.0;59322;176325;1070;5.8;91.1;39.7;2.3;6.1;0.0;145.8;http://web.archive.org/web/20111231165738/http://www.city-data.com:80/city/Buckeye-Arizona.html;18.12.2016 22:30;29;2012;http://www.city-data.com/city/Buckeye-Arizona.html;BUCKEYE, AZ;BUCKEYE, AZ2012
50876;678.3;30.7;59322;176325;1070;5.8;90.7;38.3;1.7;6.7;1.2;145.8;http://web.archive.org/web/20130116062819/http://www.city-data.com:80/city/Buckeye-Arizona.html;18.12.2016 22:30;30;2013;http://www.city-data.com/city/Buckeye-Arizona.html;BUCKEYE, AZ;BUCKEYE, AZ2013
51090;681.6;30.7;59322;176325;1070;5.8;90.7;38.3;1.7;6.7;1.2;145.8;http://web.archive.org/web/20130806162114/http://www.city-data.com:80/city/Buckeye-Arizona.html;18.12.2016 22:30;31;2014;http://www.city-data.com/city/Buckeye-Arizona.html;BUCKEYE, AZ;BUCKEYE, AZ2014
54542;734.4;30.7;60778;124263;1132;8.9;89.5;38.7;1.4;7.3;1.1;145.8;http://web.archive.org/web/20141229231404/http://www.city-data.com/city/Buckeye-Arizona.html;18.12.2016 22:30;32;2015;http://www.city-data.com/city/Buckeye-Arizona.html;BUCKEYE, AZ;BUCKEYE, AZ2015
366;0.0;59.3;14212;89548;;0.0;87.8;0.0;0.0;0.0;0.0;2.30 ;http://web.archive.org/web/20111223201347/http://www.city-data.com:80/city/Cal-Nev-Ari-Nevada.html;18.12.2016 22:30;33;2012;http://www.city-data.com/city/Cal-Nev-Ari-Nevada.html;CAL NEV ARI, NV;CAL NEV ARI, NV2012
366;0.0;59.3;14212;89548;;0.0;87.8;0.0;0.0;0.0;0.0;2.30 ;http://web.archive.org/web/20120111131020/http://www.city-data.com:80/city/Cal-Nev-Ari-Nevada.html;18.12.2016 22:30;34;2013;http://www.city-data.com/city/Cal-Nev-Ari-Nevada.html;CAL NEV ARI, NV;CAL NEV ARI, NV2013
244;-12.2;63.9;21291;55890;;0.0;88.4;4.9;0.0;0.4;0.0;2.30 ;http://web.archive.org/web/20140607151325/http://www.city-data.com:80/city/Cal-Nev-Ari-Nevada.html;18.12.2016 22:30;35;2014;http://www.city-data.com/city/Cal-Nev-Ari-Nevada.html;CAL NEV ARI, NV;CAL NEV ARI, NV2014
244;-12.2;63.9;20307;53585;;9.7;88.2;4.9;0.0;0.4;0.0;2.30 ;http://web.archive.org/web/20140807142023/http://www.city-data.com:80/city/Cal-Nev-Ari-Nevada.html;18.12.2016 22:30;36;2015;http://www.city-data.com/city/Cal-Nev-Ari-Nevada.html;CAL NEV ARI, NV;CAL NEV ARI, NV2015
7934;-5.4;40.0;42087;106519;576;6.7;95.2;1.6;0.7;6.0;0.0;1.65 ;http://web.archive.org/web/20120103092300/http://www.city-data.com:80/city/Carnegie-Pennsylvania.html;18.12.2016 22:30;37;2012;http://www.city-data.com/city/Carnegie-Pennsylvania.html;CARNEGIE, PA;CARNEGIE, PA2012
7974;-4.9;40.9;42087;106519;576;6.7;95.2;1.6;1.6;7.3;0.2;1.65 ;http://web.archive.org/web/20130128042208/http://www.city-data.com/city/Carnegie-Pennsylvania.html;18.12.2016 22:30;38;2013;http://www.city-data.com/city/Carnegie-Pennsylvania.html;CARNEGIE, PA;CARNEGIE, PA2013
7961;-5.1;40.9;38775;117786;600;7.0;95.3;1.4;0.5;8.4;0.4;1.65 ;http://web.archive.org/web/20130823001751/http://www.city-data.com/city/Carnegie-Pennsylvania.html;18.12.2016 22:30;39;2014;http://www.city-data.com/city/Carnegie-Pennsylvania.html;CARNEGIE, PA;CARNEGIE, PA2014
7961;-5.1;40.9;40482;103863;631;6.7;95.2;1.3;0.6;7.8;0.4;1.65 ;http://web.archive.org/web/20150205115629/http://www.city-data.com/city/Carnegie-Pennsylvania.html;18.12.2016 22:30;40;2015;http://www.city-data.com/city/Carnegie-Pennsylvania.html;CARNEGIE, PA;CARNEGIE, PA2015
13764;-3.0;35.9;56998;663288;1337;3.0;117.5;47.6;2.1;0.5;0.0;2.70 ;http://web.archive.org/web/20120102125914/http://www.city-data.com:80/city/Carpinteria-California.html;18.12.2016 22:30;41;2012;http://www.city-data.com/city/Carpinteria-California.html;CARPINTERIA, CA;CARPINTERIA, CA2012
13064;-8.0;39.5;56998;663288;1337;3.0;117.3;48.7;2.2;0.6;0.3;2.70 ;http://web.archive.org/web/20130125094522/http://www.city-data.com:80/city/Carpinteria-California.html;18.12.2016 22:30;42;2013;http://www.city-data.com/city/Carpinteria-California.html;CARPINTERIA, CA;CARPINTERIA, CA2013
13231;-6.8;39.5;69182;501764;1398;8.3;113.9;46.8;2.5;0.07;0.3;2.70 ;http://web.archive.org/web/20140805212036/http://www.city-data.com:80/city/Carpinteria-California.html;18.12.2016 22:30;43;2014;http://www.city-data.com/city/Carpinteria-California.html;CARPINTERIA, CA;CARPINTERIA, CA2014
13231;-6.8;39.5;69182;501764;1398;8.3;113.9;46.8;2.5;0.07;0.3;2.70 ;http://web.archive.org/web/20150101124815/http://www.city-data.com:80/city/Carpinteria-California.html;18.12.2016 22:30;44;2015;http://www.city-data.com/city/Carpinteria-California.html;CARPINTERIA, CA;CARPINTERIA, CA2015
43878;74.0;32.3;43342;128868;739;7.1;91.6;39.4;1.8;3.5;0.0;48.2 ;http://web.archive.org/web/20120106074752/http://www.city-data.com:80/city/Casa-Grande-Arizona.html;18.12.2016 22:30;45;2012;http://www.city-data.com/city/Casa-Grande-Arizona.html;CASA GRANDE, AZ;CASA GRANDE, AZ2012
48571;92.6;36.0;43342;128868;739;7.1;91.3;39.0;1.6;4.1;3.3;48.2 ;http://web.archive.org/web/20130115145806/http://www.city-data.com:80/city/Casa-Grande-Arizona.html;18.12.2016 22:30;46;2013;http://www.city-data.com/city/Casa-Grande-Arizona.html;CASA GRANDE, AZ;CASA GRANDE, AZ2013
49974;98.1;36.0;38298;97443;822;11.9;90.6;37.6;2.4;4.3;3.1;48.2 ;http://web.archive.org/web/20140203013258/http://www.city-data.com:80/city/Casa-Grande-Arizona.html;18.12.2016 22:30;47;2014;http://www.city-data.com/city/Casa-Grande-Arizona.html;CASA GRANDE, AZ;CASA GRANDE, AZ2014
49974;98.1;36.0;45717;109296;829;12.5;90.5;35.2;3.2;5.7;2.1;48.2 ;http://web.archive.org/web/20141223081224/http://www.city-data.com:80/city/Casa-Grande-Arizona.html;18.12.2016 22:30;48;2015;http://www.city-data.com/city/Casa-Grande-Arizona.html;CASA GRANDE, AZ;CASA GRANDE, AZ2015
5478;46.9;44.7;83059;525206;851;1.9;91.2;6.3;1.0;0.0;0.0;28.2 ;http://web.archive.org/web/20111221211904/http://www.city-data.com:80/city/Cave-Creek-Arizona.html;18.12.2016 22:30;49;2012;http://www.city-data.com/city/Cave-Creek-Arizona.html;CAVE CREEK, AZ;CAVE CREEK, AZ2012
5015;34.5;51.2;83059;525206;851;1.9;90.8;8.1;0.8;0.6;0.5;28.2 ;http://web.archive.org/web/20130110165634/http://www.city-data.com:80/city/Cave-Creek-Arizona.html;18.12.2016 22:30;50;2013;http://www.city-data.com/city/Cave-Creek-Arizona.html;CAVE CREEK, AZ;CAVE CREEK, AZ2013
5170;38.7;51.2;76454;480744;1263;2.5;89.7;8.1;0.8;0.6;0.5;28.2 ;http://web.archive.org/web/20140121204706/http://www.city-data.com:80/city/Cave-Creek-Arizona.html;18.12.2016 22:30;51;2014;http://www.city-data.com/city/Cave-Creek-Arizona.html;CAVE CREEK, AZ;CAVE CREEK, AZ2014
80286;18.9;25.3;38176;155300;819;7.1;88.8;5.0;8.8;15.6;0.0;17.0 ;http://web.archive.org/web/20120102135623/http://www.city-data.com:80/city/Champaign-Illinois.html;18.12.2016 22:31;53;2012;http://www.city-data.com/city/Champaign-Illinois.html;CHAMPAIGN, IL;CHAMPAIGN, IL2012
81055;20.0;25.7;38176;155300;819;7.1;88.8;6.3;10.5;15.4;0.2;17.0 ;http://web.archive.org/web/20130115193946/http://www.city-data.com:80/city/Champaign-Illinois.html;18.12.2016 22:31;54;2013;http://www.city-data.com/city/Champaign-Illinois.html;CHAMPAIGN, IL;CHAMPAIGN, IL2013
5170;38.7;51.2;71361;461131;1421;1.9;89.8;8.1;0.8;0.6;0.5;28.2 ;http://web.archive.org/web/20150209064135/http://www.city-data.com:80/city/Cave-Creek-Arizona.html;18.12.2016 22:31;52;2015;http://www.city-data.com/city/Cave-Creek-Arizona.html;CAVE CREEK, AZ;CAVE CREEK, AZ2015
82517;22.2;25.7;32965;152800;900;11.4;89.8;6.3;10.5;15.4;0.2;17.0 ;http://web.archive.org/web/20140101043009/http://www.city-data.com:80/city/Champaign-Illinois.html;18.12.2016 22:31;55;2014;http://www.city-data.com/city/Champaign-Illinois.html;CHAMPAIGN, IL;CHAMPAIGN, IL2014
82517;22.2;26.3;45864;141500;799;8.2;88.1;6.3;10.5;15.4;0.2;17.0 ;http://web.archive.org/web/20150110140337/http://www.city-data.com:80/city/Champaign-Illinois.html;18.12.2016 22:31;56;2015;http://www.city-data.com/city/Champaign-Illinois.html;CHAMPAIGN, IL;CHAMPAIGN, IL2015
255230;44.5;31.2;68258;246400;1001;3.4;93.4;25.0;5.3;4.5;0.0;57.9 ;http://web.archive.org/web/20111227213055/http://www.city-data.com:80/city/Chandler-Arizona.html;18.12.2016 22:31;57;2012;http://www.city-data.com/city/Chandler-Arizona.html;CHANDLER, AZ;CHANDLER, AZ2012
236123;33.7;34.1;68258;246400;1001;3.4;93.0;21.9;8.1;4.5;1.1;57.9 ;http://web.archive.org/web/20130105144628/http://www.city-data.com:80/city/Chandler-Arizona.html;18.12.2016 22:31;58;2013;http://www.city-data.com/city/Chandler-Arizona.html;CHANDLER, AZ;CHANDLER, AZ2013
245628;39.1;34.1;69260;189300;1017;6.9;92.3;23.3;6.2;5.6;1.0;57.9 ;http://web.archive.org/web/20131220154043/http://www.city-data.com/city/Chandler-Arizona.html;18.12.2016 22:31;59;2014;http://www.city-data.com/city/Chandler-Arizona.html;CHANDLER, AZ;CHANDLER, AZ2014
245628;39.1;33.9;70122;201400;1107;6.3;92.8;22.6;8.1;4.8;1.4;57.9 ;http://web.archive.org/web/20150113175234/http://www.city-data.com:80/city/Chandler-Arizona.html;18.12.2016 22:31;60;2015;http://www.city-data.com/city/Chandler-Arizona.html;CHANDLER, AZ;CHANDLER, AZ2015
5055;12.9;37.5;45637;168435;673;3.3;95.4;1.2;0.0;0.0;0.9;3.99 ;http://web.archive.org/web/20120407231343/http://www.city-data.com:80/city/Columbus-Wisconsin.html;18.12.2016 22:31;61;2012;http://www.city-data.com/city/Columbus-Wisconsin.html;COLUMBUS, WI;COLUMBUS, WI2012
4999;11.6;38.3;45637;168435;673;3.3;95.5;3.3;0.6;0.9;0.2;3.99 ;http://web.archive.org/web/20130203013233/http://www.city-data.com/city/Columbus-Wisconsin.html;18.12.2016 22:31;62;2013;http://www.city-data.com/city/Columbus-Wisconsin.html;COLUMBUS, WI;COLUMBUS, WI2013
4999;11.6;38.3;45637;168435;673;3.3;95.5;3.3;0.6;0.9;0.2;3.99 ;http://web.archive.org/web/20130511002335/http://www.city-data.com/city/Columbus-Wisconsin.html;18.12.2016 22:31;63;2014;http://www.city-data.com/city/Columbus-Wisconsin.html;COLUMBUS, WI;COLUMBUS, WI2014
5013;11.9;38.3;52615;156011;632;3.3;95.7;3.3;0.6;0.9;0.2;3.99 ;http://web.archive.org/web/20150123091042/http://www.city-data.com:80/city/Columbus-Wisconsin.html;18.12.2016 22:31;64;2015;http://www.city-data.com/city/Columbus-Wisconsin.html;COLUMBUS, WI;COLUMBUS, WI2015
11079;42.3;31.2;37385;87211;640;13.5;90.8;37.5;0.5;7.4;0.0;5.03 ;http://web.archive.org/web/20111208204639/http://www.city-data.com:80/city/Coolidge-Arizona.html;18.12.2016 22:31;65;2012;http://www.city-data.com/city/Coolidge-Arizona.html;COOLIDGE, AZ;COOLIDGE, AZ2012
12117;55.6;31.0;37385;87211;640;13.5;90.5;42.0;0.9;7.3;3.8;5.03 ;http://web.archive.org/web/20130128230010/http://www.city-data.com/city/Coolidge-Arizona.html;18.12.2016 22:31;66;2013;http://www.city-data.com/city/Coolidge-Arizona.html;COOLIDGE, AZ;COOLIDGE, AZ2013
12117;55.6;31.0;37385;87211;640;13.5;90.5;42.0;0.9;7.3;3.8;5.03 ;http://web.archive.org/web/20130604123533/http://www.city-data.com:80/city/Coolidge-Arizona.html;18.12.2016 22:31;67;2014;http://www.city-data.com/city/Coolidge-Arizona.html;COOLIDGE, AZ;COOLIDGE, AZ2014
